Year,1,2,3,4,5,6+
1973,0.00501528217664954,0.151597297790485,0.310803772634393,0.421605588241438,0.421605588241438,0.12983313563987
1974,0.0141495101270399,0.427698267966916,0.876864147123712,1.18946697918882,1.18946697918882,0.366295495020171
1975,0.0159107231169812,0.480934580641744,0.986008881638359,1.33752190660642,1.33752190660642,0.411888902720814
1976,0.00566166352471311,0.171135513639004,0.350860892944396,0.475943106825625,0.475943106825625,0.146566335145363
1977,0.0126616902907837,0.382725829960207,0.784661953543919,1.06439462330372,1.06439462330372,0.327779553582676
1978,0.0102006741591215,0.308336517008723,0.632149478414215,0.857511317975073,0.857511317975073,0.264069989498395
1979,0.0156544224356034,0.47318736137268,0.970125584169702,1.31597619975825,1.31597619975825,0.405253917896861
1980,0.00957475335285166,0.289416763439695,0.593360325360223,0.804893798077872,0.804893798077872,0.247866462343212
1981,0.00405725909718768,0.122639064743594,0.251433795656052,0.341070162768086,0.341070162768086,0.105032309676177
1982,0.00568240785800631,0.171762554104714,0.352146447140794,0.477686962212561,0.477686962212561,0.14710335414915
1983,0.00881747338092556,0.266526406851316,0.546430668378821,0.741233677513997,0.741233677513997,0.228262374308006
1984,0.0171568949853637,0.518602708012297,1.06323582608575,1.44228032400225,1.44228032400225,0.444149181508632
1985,0.0204596173694363,0.618434336850384,1.26790996819346,1.71992097601145,1.71992097601145,0.529648419272077
1986,0.0133443366944067,0.403360232271102,0.826966468055421,1.12178073407938,1.12178073407938,0.345451564846232
1987,0.0183685572670257,0.555227711604283,1.13832416509341,1.54413772125669,1.54413772125669,0.47551609324436
1988,0.0181318089843566,0.548071504107869,1.12365255603404,1.5242356707909,1.5242356707909,0.46938727121329
1989,0.00963873155633118,0.291350637232508,0.597325140560529,0.81027207334984,0.81027207334984,0.249522698319131
1990,0.015370987158968,0.46461994272643,0.952560719387793,1.29214944538526,1.29214944538526,0.397916486139209
1991,0.0148884732504536,0.450034959847964,0.922658684400993,1.25158730888554,1.25158730888554,0.385425405572706
1992,0.0133865746463044,0.404636961903924,0.82958401066534,1.12533143290922,1.12533143290922,0.346544999980034
1993,0.00699612456156242,0.211472364102758,0.433559235745009,0.588123480852354,0.588123480852354,0.181112200103877
1994,0.0127728964422581,0.386087266359478,0.791553548114477,1.07374307734022,1.07374307734022,0.330658403234565
1995,0.00275657988849654,0.0833233400476069,0.170828958119595,0.23172963045531,0.23172963045531,0.0713609719173168
1996,0.0035375566461911,0.106929981096618,0.219227136742798,0.297381801905147,0.297381801905147,0.0915785105805317
1997,0.00395666991273245,0.119598548175781,0.245200148791582,0.332614215367872,0.332614215367872,0.10242830679672
1998,0.00314763683609338,0.0951438467409075,0.195063282400265,0.264603512446454,0.264603512446454,0.0814844600745022
1999,0.00413413797178299,0.124962888057083,0.256198082772609,0.347532922390666,0.347532922390666,0.107022511822657
2000,0.00379321335017666,0.114657734814381,0.235070526067517,0.318873373321315,0.318873373321315,0.098196824437395
2001,0.00721371659743408,0.218049534339052,0.447043706461129,0.606415177121697,0.606415177121697,0.186745114726111
2002,0.00319339317297323,0.0965269268515484,0.197898864053158,0.268449981427964,0.268449981427964,0.0826689774123628
2003,0.00538301686338276,0.162712840814592,0.333592785084648,0.452518903475978,0.452518903475978,0.139352868683886
2004,0.00856955822430908,0.259032657446877,0.531067033142425,0.720392892936431,0.720392892936431,0.221844469786895
2005,0.00403288461369109,0.121902295464624,0.249923276175807,0.3390211417777,0.3390211417777,0.104401315145759
2006,0.00181211149622692,0.0547748255127281,0.112298983312188,0.152333668658343,0.152333668658343,0.0469110429677499
2007,0.00239495588097654,0.0723925049668935,0.148418632667585,0.201330004463668,0.201330004463668,0.0619994291037194
2008,0.00251153438876986,0.0759163319699278,0.155643159374965,0.211130081233694,0.211130081233694,0.0650173556494068
2009,0.00159251295691183,0.0481370045514467,0.0986901668826949,0.133873297320523,0.133873297320523,0.0412261849803055
2010,0.000448331374988959,0.0135517449605245,0.0277836974728351,0.0376886098172819,0.0376886098172819,0.0116061801051914
2011,0.00106267661836706,0.0321216031511909,0.0658554973470084,0.0893330395013536,0.0893330395013536,0.0275100448337964
2012,0.00139065335217712,0.0420353796511941,0.0861806560547421,0.116904134988521,0.116904134988521,0.0360005437265086
2013,0.0024670375843204,0.0745713238373334,0.152885632638492,0.207389493814282,0.207389493814282,0.0638654444619317
2014,0.00436945213794763,0.132075746409992,0.270780817706009,0.36731441502717,0.36731441502717,0.113114208157487
2015,0.00653417135848912,0.197508871157611,0.404931375289978,0.549289763214586,0.549289763214586,0.16915338487447
2016,0.00425197297731422,0.128524695308294,0.26350047633244,0.357438625613852,0.357438625613852,0.110072965958117
